collection,encoder,family,training_equal_token_n_transactions,training_equal_token_n_tokens,training_equal_token_rmse,training_equal_token_mae,training_equal_token_r2,training_equal_token_target_sd,training_transaction_rmse,training_transaction_mae,training_transaction_r2,training_transaction_target_sd
MAYC,DreamSim,OLS,95207,9568,0.7338016864173529,0.17395384843389075,0.023306787765450143,0.7425054073221995,0.5493260288734577,0.1091228016325469,0.015075823566837787,0.5535142152344569
MAYC,DreamSim,Ridge,95207,9568,0.7338016892561566,0.17395385342047792,0.023306780208530165,0.7425054073221995,0.549326029536732,0.10912280257033717,0.015075821188378136,0.5535142152344569
MAYC,DreamSim,ElasticNet,95207,9568,0.733911766016711,0.17411673374593784,0.02301373294226472,0.7425054073221995,0.5493581120527328,0.10915386458241114,0.014960771957985397,0.5535142152344569
MAYC,DreamSim,PLS,95207,9568,0.7338016864178019,0.17395384843332584,0.023306787764254988,0.7425054073221995,0.5493260288736652,0.10912280163254112,0.015075823566093716,0.5535142152344569
MAYC,DreamSim,LinearSVR,95207,9568,0.7338524087277912,0.17425264658971357,0.023171759870574626,0.7425054073221995,0.5493185788184001,0.10932118104706262,0.015102538811331834,0.5535142152344569
MAYC,DreamSim,HistGradientBoosting,95207,9568,0.7217529464940291,0.1487252803508672,0.05511731735890324,0.7425054073221995,0.5435912691721732,0.09827442625282086,0.03553296590252519,0.5535142152344569
MAYC,DreamSim,XGBoost,95207,9568,0.7272613139607941,0.16034392768346917,0.040639725716298813,0.7425054073221995,0.5456084015843209,0.10188267458300565,0.028361889466774315,0.5535142152344569
MAYC,DreamSim,LightGBM,95207,9568,0.7280536606202084,0.16102562374016843,0.03854815290467439,0.7425054073221995,0.5456537379531482,0.10165003564519072,0.02820040964436321,0.5535142152344569
MAYC,AIM,OLS,95207,9568,0.7337549834145934,0.17420407734018514,0.023431107605692447,0.7425054073221995,0.549322599181223,0.10925811594988685,0.01508812218760991,0.5535142152344569
MAYC,AIM,Ridge,95207,9568,0.7337960562590553,0.17424169709227136,0.023321775237949316,0.7425054073221995,0.5493366641980277,0.10927051419880261,0.015037685597238393,0.5535142152344569
MAYC,AIM,ElasticNet,95207,9568,0.7341601244894678,0.17476529726443846,0.02235238948370666,0.7425054073221995,0.5494867571272294,0.10943806263210579,0.01449937790782485,0.5535142152344569
MAYC,AIM,PLS,95207,9568,0.7339636063455834,0.17450078296897903,0.022875707963008862,0.7425054073221995,0.5494095141413523,0.10938404343712435,0.014776427933973268,0.5535142152344569
MAYC,AIM,LinearSVR,95207,9568,0.7338389003390702,0.17456365976686716,0.023207721472601195,0.7425054073221995,0.549328391867781,0.1094633514147944,0.01506735000060877,0.5535142152344569
MAYC,AIM,HistGradientBoosting,95207,9568,0.7286236339793729,0.16230335916623967,0.03704217477008265,0.7425054073221995,0.5460563630153487,0.10242167656403948,0.026765744404942726,0.5535142152344569
